author,agg_score,n_relevant_articles,coauthor_name_collision,affiliations_seen,top_papers
"Kempf, Nicholas",15.6,1,,"Department of Aerospace and Mechanical Engineering, University of Notre Dame , Notre Dame, Indiana 46556, USA",[12] 2021 doi:10.1063/5.0059699 Aerosol jet printed 3 omega sensors for thermal conductivity measurement
"Zhang, Yanliang",15.6,1,,"Department of Aerospace and Mechanical Engineering, University of Notre Dame , Notre Dame, Indiana 46556, USA",[12] 2021 doi:10.1063/5.0059699 Aerosol jet printed 3 omega sensors for thermal conductivity measurement
"Terada, D.",15.6,1,,"Innovation Center, CHINO Corporation 1 , 32-8 Kumano, Itabashi, Tokyo 173-8632, Japan",[12] 2021 doi:10.1063/5.0049666 Emissivity-compensated radiation thermometry method using a concave mirror
"Iuchi, T.",15.6,1,,"Toyo University 2 , 2100 Kujirai, Kawagoe, Saitama 350-8585, Japan",[12] 2021 doi:10.1063/5.0049666 Emissivity-compensated radiation thermometry method using a concave mirror
"Witteveen, J. P.",15.6,1,,"Physics of Interfaces and Nanomaterials, MESA+ Institute for Nanotechnology, University of Twente 1 , P.O. Box 217, 7500 AE Enschede, The Netherlands",[12] 2021 doi:10.1063/5.0064486 Containerless metal single-crystal growth via electromagnetic levitation
"Vrielink, M. A. B.",15.6,1,,"Physics of Interfaces and Nanomaterials, MESA+ Institute for Nanotechnology, University of Twente 1 , P.O. Box 217, 7500 AE Enschede, The Netherlands",[12] 2021 doi:10.1063/5.0064486 Containerless metal single-crystal growth via electromagnetic levitation
"van Gastel, R.",15.6,1,,"Surface Preparation Laboratory 2 , Rosbayerweg 159, 1521 RW Wormerveer, The Netherlands",[12] 2021 doi:10.1063/5.0064486 Containerless metal single-crystal growth via electromagnetic levitation
"van Houselt, A.",15.6,1,,"Physics of Interfaces and Nanomaterials, MESA+ Institute for Nanotechnology, University of Twente 1 , P.O. Box 217, 7500 AE Enschede, The Netherlands",[12] 2021 doi:10.1063/5.0064486 Containerless metal single-crystal growth via electromagnetic levitation
"Zandvliet, H. J. W.",15.6,1,,"Physics of Interfaces and Nanomaterials, MESA+ Institute for Nanotechnology, University of Twente 1 , P.O. Box 217, 7500 AE Enschede, The Netherlands",[12] 2021 doi:10.1063/5.0064486 Containerless metal single-crystal growth via electromagnetic levitation
"Ren, Yundong",15.6,1,,"Department of Mechanical Engineering, Worcester Polytechnic Institute , Worcester, Massachusetts 01609, USA",[12] 2021 doi:10.1063/5.0023832 Highly accessible low-loss fiber tapering by the ceramic housed electric furnace (CHEF) an
"Li, Mucheng",15.6,1,,"Department of Mechanical Engineering, Worcester Polytechnic Institute , Worcester, Massachusetts 01609, USA",[12] 2021 doi:10.1063/5.0023832 Highly accessible low-loss fiber tapering by the ceramic housed electric furnace (CHEF) an
"Ray, Subhrodeep",15.6,1,,"Department of Mechanical Engineering, Worcester Polytechnic Institute , Worcester, Massachusetts 01609, USA",[12] 2021 doi:10.1063/5.0023832 Highly accessible low-loss fiber tapering by the ceramic housed electric furnace (CHEF) an
"Bozeat, Brandon Johann",15.6,1,,"Department of Mechanical Engineering, Worcester Polytechnic Institute , Worcester, Massachusetts 01609, USA",[12] 2021 doi:10.1063/5.0023832 Highly accessible low-loss fiber tapering by the ceramic housed electric furnace (CHEF) an
"Liu, Yuxiang",15.6,1,,"Department of Mechanical Engineering, Worcester Polytechnic Institute , Worcester, Massachusetts 01609, USA",[12] 2021 doi:10.1063/5.0023832 Highly accessible low-loss fiber tapering by the ceramic housed electric furnace (CHEF) an
"Ismail, Iyas",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Journel, Loïc",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Vacheresse, Régis",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Travnikova, Oksana",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Marin, Thierry",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Céolin, Denis",15.6,1,,"Synchrotron SOLEIL 2 , l’Orme des Merisiers, Saint-Aubin, BP 48, F-91192 Gif-sur-Yvette Cedex, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Guillemin, Renaud",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Marchenko, Tatiana",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Zmerli, Moustafa",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Koulentianos, Dimitris",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Püttner, Ralph",15.6,1,,"Fachbereich Physik, Freie Universität Berlin 3 , Arnimallee 14, D-14195 Berlin, Germany",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Palaudoux, Jérôme",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Penent, Francis",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Simon, Marc",15.6,1,,"Sorbonne Université, CNRS, UMR 7614, Laboratoire de Chimie Physique-Matière et Rayonnement 1 , 4 Place Jussieu, 75252 Paris, France",[12] 2021 doi:10.1063/5.0054421 A von Hamos spectrometer based on highly annealed pyrolytic graphite crystal in tender x-r
"Pawelko, R.",15.6,1,,"LEME, Université Paris Nanterre , 50 Rue de Sèvres, 92410 Ville d’Avray, France",[13] 2019 doi:10.1063/1.5112374 Development of a dual infrared and visible near-infrared measurement system for the observ
"Pina, V.",15.6,1,,"LEME, Université Paris Nanterre , 50 Rue de Sèvres, 92410 Ville d’Avray, France",[13] 2019 doi:10.1063/1.5112374 Development of a dual infrared and visible near-infrared measurement system for the observ
"Hervé, P.",15.6,1,,"LEME, Université Paris Nanterre , 50 Rue de Sèvres, 92410 Ville d’Avray, France",[13] 2019 doi:10.1063/1.5112374 Development of a dual infrared and visible near-infrared measurement system for the observ
"Wang, Wei-Cheng",15.4,1,,"Department of Electrical Engineering, National Cheng Kung University , Tainan 70101, Taiwan",[14] 2017 doi:10.1063/1.4992021 Magnetic induction of hyperthermia by a modified self-learning fuzzy temperature controlle
"Cui, Yang",15.0,1,,,[15] 2015 doi:10.1063/1.4922913 ChiMS: Open-source instrument control software platform on LabVIEW for imaging/depth profi
"Hanley, Luke",15.0,1,,"University of Illinois at Chicago Department of Chemistry, , Chicago, Illinois 60607, USA",[15] 2015 doi:10.1063/1.4922913 ChiMS: Open-source instrument control software platform on LabVIEW for imaging/depth profi
"Yue, Xing",15.0,1,,"College of Aerospace Engineering, Chongqing University 1 , Chongqing 400044, China",[12] 2020 doi:10.1063/5.0004126 A quick measuring method for yield temperatures of materials under constant prestress at u
"Wei, Zhen",15.0,1,,"College of Aerospace Engineering, Chongqing University 1 , Chongqing 400044, China",[12] 2020 doi:10.1063/5.0004126 A quick measuring method for yield temperatures of materials under constant prestress at u
"Peng, Xianghe",15.0,1,,"College of Aerospace Engineering, Chongqing University 1 , Chongqing 400044, China | State Key Laboratory of Coal Mining Disaster Dynamics and Control, Chongqing University 2 , Chongqing 400044, China",[12] 2020 doi:10.1063/5.0004126 A quick measuring method for yield temperatures of materials under constant prestress at u
"Xue, Yucong",15.0,1,,"College of Aerospace Engineering, Chongqing University 1 , Chongqing 400044, China",[12] 2020 doi:10.1063/5.0004126 A quick measuring method for yield temperatures of materials under constant prestress at u
"Chen, Xiang",15.0,1,,"Advanced Manufacturing Engineering, Chongqing University of Posts and Telecommunications 3 , Chongqing 400065, China",[12] 2020 doi:10.1063/5.0004126 A quick measuring method for yield temperatures of materials under constant prestress at u
"Fu, Tao",15.0,1,,"College of Aerospace Engineering, Chongqing University 1 , Chongqing 400044, China",[12] 2020 doi:10.1063/5.0004126 A quick measuring method for yield temperatures of materials under constant prestress at u
"Patel, Manish",15.0,1,,"Photon Science Institute, Department of Physics and Astronomy, Faculty of Science and Engineering, University of Manchester , Manchester M13 9PL, United Kingdom",[12] 2020 doi:10.1063/5.0021229 An experimental control system for electron spectrometers using Arduino and LabVIEW interf
"Sakaamini, Ahmad",15.0,1,,"Photon Science Institute, Department of Physics and Astronomy, Faculty of Science and Engineering, University of Manchester , Manchester M13 9PL, United Kingdom",[12] 2020 doi:10.1063/5.0021229 An experimental control system for electron spectrometers using Arduino and LabVIEW interf
"Harvey, Matthew",15.0,1,,"Photon Science Institute, Department of Physics and Astronomy, Faculty of Science and Engineering, University of Manchester , Manchester M13 9PL, United Kingdom",[12] 2020 doi:10.1063/5.0021229 An experimental control system for electron spectrometers using Arduino and LabVIEW interf
"Murray, Andrew James",15.0,1,,"Photon Science Institute, Department of Physics and Astronomy, Faculty of Science and Engineering, University of Manchester , Manchester M13 9PL, United Kingdom",[12] 2020 doi:10.1063/5.0021229 An experimental control system for electron spectrometers using Arduino and LabVIEW interf
"Li, Ang",15.0,1,,"CHN Energy Dadu River Maintenance and Installation Co., Ltd. 1 , Leshan 614000,",[10] 2025 doi:10.1063/5.0272694 The wireless measuring instrument for hydroturbine axial alignment based on extreme value 
"Wang, Yongfei",15.0,1,,"CHN Energy Dadu River Maintenance and Installation Co., Ltd. 1 , Leshan 614000,",[10] 2025 doi:10.1063/5.0272694 The wireless measuring instrument for hydroturbine axial alignment based on extreme value 
"Li, Xiaofei",15.0,1,,"CHN Energy Dadu River Maintenance and Installation Co., Ltd. 1 , Leshan 614000,",[10] 2025 doi:10.1063/5.0272694 The wireless measuring instrument for hydroturbine axial alignment based on extreme value 
"Liang, Pengxiang",15.0,1,,"CHN Energy Dadu River Maintenance and Installation Co., Ltd. 1 , Leshan 614000,",[10] 2025 doi:10.1063/5.0272694 The wireless measuring instrument for hydroturbine axial alignment based on extreme value 
"Zhu, Junxian",15.0,1,,"School of Mechanical Engineering, Southwest Jiaotong University 2 , Chengdu 610031,",[10] 2025 doi:10.1063/5.0272694 The wireless measuring instrument for hydroturbine axial alignment based on extreme value 
"Wang, Xi",15.0,1,,"School of Mechanical Engineering, Southwest Jiaotong University 2 , Chengdu 610031,",[10] 2025 doi:10.1063/5.0272694 The wireless measuring instrument for hydroturbine axial alignment based on extreme value 
"Dhotre, A. C.",15.0,1,,,"[10] 2025 doi:10.1063/5.0212259 A highly optical, controlled trajectory rapid compression and expansion machine for gas ph"
"Biswas, S.",15.0,1,,,"[10] 2025 doi:10.1063/5.0212259 A highly optical, controlled trajectory rapid compression and expansion machine for gas ph"
"Zhao, Jinglong",15.0,1,,"Jiangsu Engineering Research Center of Aerospace Machinery, Southeast University , Nanjing 211189, ; , Nanjing 211189, ; and , Nanjing 210096, | School of Mechanical Engineering, Southeast University ",[10] 2025 doi:10.1063/5.0235131 High-temperature biaxial testing machines in aerospace
"Li, Yanbin",15.0,1,,"Jiangsu Engineering Research Center of Aerospace Machinery, Southeast University , Nanjing 211189, ; , Nanjing 211189, ; and , Nanjing 210096, | School of Mechanical Engineering, Southeast University ",[10] 2025 doi:10.1063/5.0235131 High-temperature biaxial testing machines in aerospace
"Zhang, Dahai",15.0,1,,"Jiangsu Engineering Research Center of Aerospace Machinery, Southeast University , Nanjing 211189, ; , Nanjing 211189, ; and , Nanjing 210096, | School of Mechanical Engineering, Southeast University ",[10] 2025 doi:10.1063/5.0235131 High-temperature biaxial testing machines in aerospace
"Lu, Fangzhou",15.0,1,,"Jiangsu Engineering Research Center of Aerospace Machinery, Southeast University , Nanjing 211189, ; , Nanjing 211189, ; and , Nanjing 210096, | School of Mechanical Engineering, Southeast University ",[10] 2025 doi:10.1063/5.0235131 High-temperature biaxial testing machines in aerospace
"Fei, Qingguo",15.0,1,,"Jiangsu Engineering Research Center of Aerospace Machinery, Southeast University , Nanjing 211189, ; , Nanjing 211189, ; and , Nanjing 210096, | School of Mechanical Engineering, Southeast University ",[10] 2025 doi:10.1063/5.0235131 High-temperature biaxial testing machines in aerospace
"Reutov, A.",15.0,1,,"LLC Science Trends 1 , 119331 Moscow,",[10] 2025 doi:10.1063/5.0239029 Optical stabilization for laser communication satellite systems through proportional–integ
"Vorobey, S.",15.0,1,,"LLC Science Trends 1 , 119331 Moscow,",[10] 2025 doi:10.1063/5.0239029 Optical stabilization for laser communication satellite systems through proportional–integ
